company_name,company_email,company_summary
SoftServe Poland Sp. z o.o.,ImmigrationComplianceTeam@softserveinc.com,"SoftServe is a global IT company with offices in Poland. They specialize in software development, consulting, and engineering services. They offer solutions in areas such as Cloud & DevOps, Big Data, AI, ML, and IoT. They provide innovative technical solutions to their clients and have a strong presence in the IT industry."
Softteco PL sp. z o. o.,v.syrova@softteco.com,"SoftTeco is a software development company that specializes in custom software development services for enterprise clients worldwide. They have expertise in developing applications for Android and iOS, as well as web and portal applications. They also offer dedicated IT teams and solutions for B2B/B2C and e-commerce. Additionally, they provide UI/UX design services."
Sollers Consulting,job@sollers.eu,"Sollers Consulting is an international company that helps insurance companies and banks adapt to the digital world and automate processes. They offer services and products related to operational excellence, technical excellence, and industry-specific solutions for insurance and banking. They have a team of over 900 business and IT specialists located in various cities around the world. They also provide insights, media, and career opportunities on their website."
SOLVEIT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,info@solveit.dev,"Based on the information provided, SolveIt is a full-cycle software development company that offers a range of services including software development, design, support, and product validation. They specialize in mobile and web app development for startups and SMEs. They offer services such as discovery phase, app design, MVP development, mobile app consulting and development, web app consulting and development, and dedicated team services. They have expertise in various industries including e-commerce, healthcare,"
SolveQ Agile Software House,marcin.kulawik@solveq.io,"SolveQ is a Polish software house based in Gdynia that specializes in custom software development. They offer services in software and mobile development, IoT software, logistics software, industry software, AI software development, fintech development services, and cyber security services. They have a culture of trust, clarity, and excellence and attract people passionate about technology. They have worked on projects such as a pet tracking app, a mobile app for bicycles, and a"
Sonalake Sp. z o.o.,bartosz.jerzy@sonalake.com,"Sonalake is a company that specializes in enterprise software design and development. They offer a range of services including product design and development, agile teams, data and analytics, and platform engineering. They also provide telecom solutions, such as BSS software automation, network service monitoring, subscription management, and secure switching. Sonalake works with global technology brands, telcos, and scale-up disruptors in sectors like FinTech, TravelTech, Security,"
Soname Solutions sp. z o. o.,info@soname.de,"I apologize, but I am unable to access the search results at the moment. However, based on the information provided in the snippets, Soname Solutions is a company that specializes in data services, including data integration, data visualization, data analytics, business intelligence, and data management. They use the latest platforms, tools, and processes to architect individual solutions for their clients."
Soxes Poland sp. z o.o.,poland@soxes.ch,Soxes Poland Sp. z o.o. is a software house company based in Poland. They offer IT services and specialize in software development. They have a small team of 1-9 employees and were founded in 2016.
Specific-Group Poland,office.pl@specific-group.com,Specific-Group is a company that specializes in software development services and consulting in IT. They offer IT solutions and help businesses with value chain problems in their IT projects. They have a distributed team of over 300 professionals focused on software development services. They also provide personalized software created by their expert teams.
speedapp sp z o.o.,piotr@speedapp.pl,"SpeedApp is a company that specializes in IT outsourcing, IT recruiting, consulting and career advising, nearshoring, IT projects, and IT staff. They build, grow, and maintain committed IT teams and provide knowledge and competence of European IT engineers to clients worldwide. They hire IT specialists and match their profiles to project specifics, ensuring timely delivery and goal achievement. They have worked with startups and multinational corporations and have multiple sites in Warsaw, Gdansk"
Sperasoft Poland sp. z o. o.,hr.jobs@sperasoft.com,"Sperasoft is a game development company that specializes in co-developing games. They have development centers in the USA, Poland, Malta, Armenia, and Serbia. They work on various games and collaborate with other companies, such as Ubisoft, on game development projects. Sperasoft is a part of Keywords Studios, an international technical and creative services provider to the global video games industry. They offer job opportunities and internships for developers, "
SPIRAL SCOUT  sp. z. o.o.,spiralscoutszoo@gmail.com,"Spiral Scout is a software development company that offers custom software solutions. They help companies grow their online businesses and provide services such as web development, web design, and digital transformation. They have a team of over 110 employees and work with well-known clients. They also have a branch in Poland. Spiral Scout is known for pairing top software engineers with ambitious brands to solve problems through innovation. They have worked with industry leaders and have success stories of"
Spyrosoft,aor@spyro-soft.com,"Spyrosoft is a software development company that specializes in various technical works and skills. They offer expertise in areas such as Automotive, EduTech, Financial Services, Geospatial, Healthcare and Life Sciences, HR Tech, Industry 4.0, Media and Entertainment, and Robotics. They provide services including Agile Consulting, Automotive Safety, Artificial Intelligence & Machine Learning, Product Design, Cloud, Consulting Services, Customer Experience, Cybersecurity, Data and Business"
Square One Resources,plinfo@squareoneresources.com,"Square One Resources is a specialist recruitment agency that provides international recruitment services in various technical areas such as Development, Digital, Infrastructure, ERP, Oracle, SAP, Pharma, and Cyber Security. They have expertise in connecting talented experts with brands and creating opportunities for tech talent to learn and grow. They have been in the technology recruitment sector for 25 years and are based in London."
Star Poland,peoplepoland@star.global,"Star is a global technology consulting company that supports companies in product design and development, digital transformation, technology innovation, and growth through end-to-end strategy. They offer services such as strategy, design, and engineering, and work with clients in various industries including automotive, healthtech, fintech, consumer electronics, industry and manufacturing, and adtech and martech. They have a team of experts who help clients bring their ideas to market and achieve impressive commercial"
Star Poland,kpodoska@star.global,"Star is a global technology consulting company that supports companies in product design and development, digital transformation, technology innovation, and growth through end-to-end strategy. They offer services such as strategy, design, and engineering, and work with clients in various industries including automotive, healthtech, fintech, consumer electronics, industry and manufacturing, and adtech and martech. They have a team of experts who help clients bring their ideas to market and achieve impressive commercial"
Star Poland,asowa@star.global,"Star is a global technology consulting company that supports companies in product design and development, digital transformation, technology innovation, and growth through end-to-end strategy. They offer services such as strategy, design, and engineering, and work with clients in various industries including automotive, healthtech, fintech, consumer electronics, industry and manufacturing, and adtech and martech. They have a team of experts who help clients bring their ideas to market and achieve impressive commercial"
Star Poland,yzhezdrina@star.global,"Star is a global technology consulting company that supports companies in product design and development, digital transformation, technology innovation, and growth through end-to-end strategy. They offer services such as strategy, design, and engineering, and work with clients in various industries including automotive, healthtech, fintech, consumer electronics, industry and manufacturing, and adtech and martech. They have a team of experts who help clients bring their ideas to market and achieve impressive commercial"
Stellantis Gliwice Sp.z o.o Oddział II w Tychach,anna.maksymowicz@stellantis.com,"Stellantis Gliwice is a company that specializes in the production of large commercial vehicles. They are part of the global company Stellantis, which is focused on modern, digital, and clean mobility. The company's factory in Gliwice plays a crucial role in the corporation's strategy, as the commercial vehicles they produce are one of its main components. They also emphasize equal employment opportunities, diversity, and a work environment free from"
Stellantis Gliwice Sp.z o.o Oddział II w Tychach,edyta.bojda-pastuszczyn@stellantis.com,"Stellantis Gliwice is a company that specializes in the production of large commercial vehicles. They are part of the global company Stellantis, which is focused on modern, digital, and clean mobility. The Gliwice factory plays a crucial role in the corporation's strategy, as the commercial vehicles they produce are one of its main components. They prioritize equal employment opportunities, diversity, and a work environment free from discrimination."
Stera Global Sp. Z.o.o,contact@stera.global,"Stera Global is a full-service UX/UI agency that provides design, branding, development, and marketing solutions for digital products. They have a multidisciplinary team and offer services that UI/UX designers, UX consultants, and development agencies typically provide. They focus on transformational design and software solutions to help businesses, products, and marketing grow. They also offer design support for growing B2B and marketing agencies."
Stera Global Sp. Z.o.o,daniil@stera.global,"Stera Global is a full-service UX/UI agency that provides design, branding, development, and marketing solutions for digital products. They have a multidisciplinary team and offer services that UI/UX designers, UX consultants, and development agencies typically provide. They focus on transformational design and software solutions to help businesses, products, and marketing grow. They also offer design support for growing B2B and marketing agencies."
Storly,dmitry@lej.me,"Storly.ai is a company that uses AI to help people document their life stories and experiences. They offer a platform where users can create stories in 5 minutes or less using AI interview prompts. Storly.ai can be used by individuals personally or professionally, including authors, entrepreneurs, teachers, students, parents, grandparents, and storytellers. The company aims to help every story be told and offers privacy options for users to keep their stories private"
StratsLab Sp. z o.o.,magdalena.klusek@stratslab.com,"StratsLab is a strategic IT consulting company that specializes in delivering innovative products and services for the energy and capital markets. They combine top-level IT skills with deep financial knowledge to develop cutting-edge technology solutions. They also provide technology services through Beacon Platform, a respected risk support and financial instrument valuation platform. Their tailored solutions include energy trading and risk management software, an OTC energy trading platform, a blockchain-based platform for smart contracts, and a commodities trading"
Succraft sp z o.o.,t508585054@gmail.com,"Succraft Sp. z o.o. is a company located in Poland that operates in the field of Computer Systems Design and provides technical services. They offer expertise in areas such as software development, IT consulting, and system integration."
SUPPORT.Pl Sp. z o.o.,lana@support.pl,"Support.pl is a company that provides technical solutions for businesses. They offer services such as cloud management, application development, process automation, and outsourcing. They are also a gold partner of Bitrix24, a CRM system, and provide licenses, implementation, integration, and support for this platform. They have been in the market for over 10 years and have completed over 500 projects for clients worldwide. They offer various services in multiple languages and have a"
SVAPS Sp. z o.o.,eugene.markovskyi@svaps.com,"SVAPS Systems is an IT company that specializes in software development and IT consulting. They provide unique software solutions, with a focus on data visualization and digital printing. Their services include the development and implementation of solutions for Big Data systemization and visualization, as well as digital printing solutions such as online editors, PDF libraries, and software for error checking and correction. They have a portfolio of projects that demonstrate their expertise in working with data in PDF format, creating"
Svitla Europe,n.andrasovich@svitla.com,"Svitla Systems is a global digital solutions company with over 20 years of industry experience. They offer a range of services including digital transformation, cloud solutions, big data, AI and machine learning, devops consulting, web solutions, and software product development. They have a team of consultants who can help with technology strategy and offer managed team extension services. They have a portfolio of case studies and testimonials showcasing their expertise in various industries."
SWAG42,office@swag42.com,"SWAG42 is a company that specializes in corporate fashion and personalized corporate gifts. They have a catalog of fashion pieces that can be customized with a company's logo or branding. They offer full customization options, allowing customers to choose details such as fabric and thread color. SWAG42 also offers gift boxes with preset options for branding. They have a SWAG-on-Demand platform that allows customers to browse fashion pieces, get personalized designs, collect information from"
Syberry sp. z o.o.,contact@syberry.com,"Syberry is a custom software development company that offers services such as custom software development, mobile software development, software prototyping, dedicated development teams, software maintenance program, software product development, quality assurance, software modernization, and DevOps automation. They cater to various industries including finance, healthcare, wholesale and retail, education, construction, entertainment, real estate, transportation, energy, and property management. They have offices in Austin, Texas, Minsk"
Symmetrical Labs Sp. z o.o.,agnieszka.tarasiewicz@symmetrical.ai,"Symmetrical Labs Sp. z o.o. is a Polish technology company that delivers IT solutions related to credit and financing services. They specialize in providing IT solutions for the proper functioning of salary financing services. They also develop and offer mobile applications, such as Symmetrical, which is a finance app available on the App Store."
Systembox Sergiusz Siemak,kontakt@systembox.pl,"Based on the search results, Systembox is a company that offers IT services, including software development and application creation. They also provide website development, website optimization, IT support, and helpdesk services. The company is located in Białystok, Poland, and is owned by Sergiusz Siemak."
TAINDEEN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,alexandr.zhuk@jetbi.com,"Taindeen is a company that specializes in designing, developing, and maintaining modern solutions based on leading cloud technologies and business platforms such as Salesforce, Amazon AWS, and Microsoft Azure. They offer services such as Salesforce implementation and customization, CRM, eCommerce, and IoT solutions. They have a team of certified programmers, consultants, administrators, QA engineers, and UX experts. Their mission is to help businesses find and utilize their unique competitive advantages to achieve their business"
TangoMe Poland sp. z o.o,mskweres@tango.me,"Tangome Poland Sp. z o.o. is a company based in Poland that operates in the computer systems design and related services industry. They offer technical works and skills in software engineering, web development, and agile software development practices like Scrum and Kanban. They are also involved in live-streaming platforms and have a large number of registered users."
TantusData Sp. z o.o.,jobs@tantusdata.com,"TantusData is a big data firm that offers end-to-end solutions. They specialize in data science and AI, data engineering, enterprise software development services, digital automation, and project automation. They also provide consulting, outsourcing, and extra hands for various technical projects. TantusData has a team of experts who cater to different situations and provide bespoke and enduring results. They have success stories and client testimonials on their website, showcasing their expertise and"
TAURUS AMG GROUP,taurusamggroup@gmail.com,Taurus Amg Group Sp. z o.o. is a company based in Poland that operates in the Language Schools industry.
TDH Development SP. z o.o.,mmoisseenko@teladochealth.com,"Tdh Development Sp. z o.o. is a company in Poland that operates in the field of Computer Systems Design and Development. They offer services related to optimizing marketing and sales activities, managing customer touchpoints, improving customer experiences, and gaining valuable insights from data. They also provide business consulting and strategy development services."
TeaCode s. c. ,jobs@teacode.io,"TeaCode is a full-cycle web and mobile development company that offers services such as software development, web application development, cross-platform mobile app development, UX/UI design, and artificial intelligence development. They also provide staff augmentation and dedicated software development teams. They have experience working with various industries including travel and leisure, fintech, healthcare and medtech, eCommerce, marketing and adtech, logistics and transportation, and real estate. They have a portfolio of"
TEALIUM POLAND Sp. z o.o.,tanya.chubrik@tealium.com,"Tealium is a company that specializes in customer data platforms (CDP). They help companies connect their data in order to better connect with their customers. They offer solutions in areas such as growth and acquisition, loyalty and retention, customer experience and personalization, predictive insights and customer analytics, data collection and privacy, and operationalizing mobile data. They serve various industries including automotive, financial services, healthcare, insurance, pharma, retail, sports and"
TEAM COGNITION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,cognitionmethod@gmail.com,"Based on the limited information available, it is difficult to determine the specific technical works and skills of the company Team Cognition Spółka z ograniczoną odpowiedzialnością. The search results mainly provide information about the company's registration details and legal status. There is also a mention of a research paper titled ""Conditioning team cognition: A meta-analysis"" by Noshir Contractor, which discusses team cognition in the context of high-performing"
Team International Poland Sp. z o.o.,Beata.Pasikowska@teaminternational.com,"TEAM International Poland is an IT company that offers intelligent IT solutions, custom development and software solutions, RPA, Microsoft services, and more. They provide services in various industries and have global offices in different countries. They focus on empowering innovation in businesses through their technical expertise."
TeamQuest,anna.golubnycha@teamquest.pl,"TeamQuest Staffing is a staffing service that specializes in temporary, temp-to-hire, and direct-hire personnel across a wide range of industries. They have been in the staffing industry for over two decades and are a trusted resource for both job seekers and employers in Southern California. They offer services for job seekers, including job search and online application, as well as services for employers, including client needs assessment and associate hiring process. They also have a"
TECHIN POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,info@techin-lab.com,"Techin Poland Sp. z o.o. is a company based in Gdansk, Poland. It operates in the field of computer systems design and related services. The company's main activity is related to software development. It has a capital of 10,000.00 ZŁ and is registered as a limited liability company. The company was registered on April 12, 2022, and its last update in the KRS (National"
TECHMAGIC PL,career@techmagic.co,"TechMagic is a software product development company that offers a range of technical services. They provide end-to-end software development services, including discovery phase, UX/UI design, web development, mobile development, test automation, data engineering, cloud services, Salesforce, and security. They also offer CTO-as-a-Service and various web app and backend development services, such as Node.js, Nest.js, PHP, Java, .Net, and Python. Additionally"
THESEUS GROUP,THESEUSGROUP.SPZOO@GMAIL.COM,"Theseus Pharmaceuticals is a company that specializes in developing pan-variant tyrosine kinase inhibitors (TKIs) to overcome treatment-resistant cancer mutations. They are focused on improving the lives of cancer patients through the discovery, development, and commercialization of next-generation therapies."
Thundermark Polska Sp. z o.o.,yuri@thundermark.gg,"The company Thundermark is a game studio that focuses on creating genre-defining games with competitive mastery, high watchability, and deep gameplay. They also operate in the computer systems and related services sector."
Thundermark Polska Sp. z o.o.,olesia@thundermark.gg,"The company Thundermark is a game studio that focuses on creating genre-defining games with competitive mastery, high watchability, and deep gameplay. They also operate in the computer systems and related services sector."
Tier One Analytics sp. z o.o.,hiring@t1a.com,"Tier One Analytics is a company that specializes in customer intelligence, data platform, advanced analytics, marketing technology, and data management consulting. They offer services in data engineering and integration, customer relationship management (CRM), and RPA (Robotic Process Automation), artificial intelligence, and machine learning. They provide solutions for large organizations to improve decision-making, understand customer needs, increase revenue, and automate repetitive tasks. They have offices in Warsaw, Poland and McLean"
Titan GameZ sp. z o. o.,mike@titangamez.com,"Titan Gamez is a game development studio based in Poland. They specialize in creating diverse gaming titles and aim to provide the highest level of entertainment to gamers worldwide. They have several ongoing projects, including Viking City Builder for PC on Steam and Uboat: The Silent Wolf on VR for Meta Quest 2. Uboat: The Silent Wolf is a combination of a role-playing game and a simulator set in the VR world, allowing players to experience life on"
TiVo Poland Sp z o. o. [part of Xperi],karolina.jarmuszkiewicz@xperi.com,"The company, Xperi, specializes in providing technology and services related to media and entertainment. They own TiVo, a brand that focuses on helping people find and enjoy movies, shows, sports, and videos. Xperi Corporation and its subsidiaries, including TiVo LLC and Rovi LLC, offer various technical works and skills in areas such as media streaming, content discovery, and platform technologies. They also have a presence in Poland through TiVo Poland Sp"
TOSHIBA GLOBAL COMMERCE SOLUTIONS (POLAND) sp. z o.o.,career.poland.tgcs@toshibagcs.com,"Toshiba Global Commerce Solutions specializes in providing a wide range of premier point-of-sale (POS) products and services for various industries, including grocery, convenience, specialty retail, and food service. They offer hardware solutions such as POS systems, self-service kiosks, digital signage, printers, and peripherals. They also provide software solutions for loyalty and promotions, mobile operations management, monitoring and management, payments, self-service, and operating systems. Additionally"
Treative sp. z o.o.,pawel.sasor@treative.eu,"Treative is an IT company that provides IT and HR services. They offer software development services, including creating software applications and providing software engineers to work on projects. They also offer recruitment services, helping companies find and hire IT specialists. Treative specializes in artificial intelligence, mobile applications, embedded applications, and web-based business systems. They are based in Kraków, Poland."
TripleDot Poland sp. z o.o,jan.wojciech.brzoza@tripledotstudios.com,"Tripledot Studios is a mobile games studio that focuses on creating fun and successful games for everyday gamers. They have a team of industry veterans who bring their knowledge and experience to create games that can be enjoyed by everyone. The company follows an indie-style process that combines creativity and data to drive projects from conception to launch. They create a range of games, from easy-to-pick-up casual games to groundbreaking innovative ones. Tripledot Studios aims to empower their"
TripleDot Poland sp. z o.o,becky.mcilroy-baker@tripledotstudios.com,"Tripledot Studios is a mobile games studio that focuses on creating fun and successful games for everyday gamers. They bring together their collective experience in company-building and game creation to drive projects from conception to launch. The company is guided by the belief that when they love what they do, what they do will be loved by others. They have a close-knit, collaborative environment and a world-class team of industry veterans. They create a variety of games, from"
TYMIQ POLSKA Sp. z o.o.,hr@tymiq.pl,"simplify and summarize the technical works and skills of TYMIQ:

TYMIQ is an IT service provider that offers a wide range of services including custom software development, legacy system modernization, IT consulting, mobile development, and more. They specialize in core software services such as software development, reengineering, DevOps, mobile development, and cloud application development. They also have expertise in legacy system migration, enterprise systems development, and identity and access"
Ulam Labs,hiring@ulam.io,"Ulam Labs specializes in customized, specialized, and resilient solutions for the fintech and blockchain spaces. They offer services such as blockchain software development, smart contract audits, digital product design, fintech software development, custom software development, and NFT marketplace development. They have expertise in Python, JavaScript, and other programming languages. They work with a wide range of clients, from startups to established enterprises, and provide end-to-end solutions to help clients achieve"
ULCH RELOBIZ sp. z o.o.,contact@unityhub.pl,"The company Ulch Relobiz Sp. z o.o. is based in Poland and operates in the field of accounting, tax preparation, bookkeeping, and payroll services. They offer services to optimize marketing and sales activities, manage customer touchpoints, improve customer experiences, and gain valuable insights."
Umind Studio sp. z o.o.,natalia.osipchik@umind.tech,"Umind Studio is a full-service web design studio that specializes in creating stylish, secure, and results-driven websites. They offer services such as web design, development, digital marketing, social media marketing, and IT support. They have been in the industry for 17 years and have worked on numerous projects for various clients. They have expertise in web development, SEO and SMM optimization, UI/UX and brand identity, and website maintenance. They prioritize"
Upsilon,lizaveta.dukhovich@upsilonit.com,Upsilon is the twentieth letter of the Greek alphabet. It has a value of 400 in the system of Greek numerals. The company does not seem to be related to any technical works or skills.
USEO Sp. z o.o.,office@useo.pl,"USEO is a software development company that offers IT consulting and IT services to startups. They specialize in Ruby on Rails, JavaScript, React & Redux, Node.js, SaaS solutions, and responsive websites. They work as a tech partner, expanding their clients' teams to define, design, and develop their products or services. They have a team of experienced developers who guide clients through the software creation process and help them make the right technological decisions. They"
Walexweb sp. z o.o.,laputs91@gmail.com,"WALEXWEB SP. Z O.O. is a company based in Poland that operates in the field of technical works and skills. They offer services related to web development, internet marketing, and online solutions. They have a registered capital of 1.6 million złoty and their head office is located in Olsztyn. They provide various technical services to clients and have a team of professionals skilled in web development and online marketing."
Wargaming Warsaw Sp. z o.o.,wg_warsaw@wargaming.net,"Wargaming Warsaw Sp. z o.o. is a company based in Poland that operates in the doll, toy, and game manufacturing industry. They have offices in Warsaw and Belgrade and employ up to 400 employees. The company is involved in the development and production of games and toys. They have a strong technical focus and require skills in game development, programming, and other technical aspects of the industry."
Weband z o.o.,paih.resume.weband@gmail.com,"Weband is a software development company that offers services such as software development, consultancy, and maintenance. They specialize in developing web applications and have expertise in technologies such as Vue.js, React.js, Ember.js, HTML, CSS, JavaScript, Bootstrap, WordPress, Mocha, Karma, Chai, Angular.js, and Next.js. They have worked on various use cases including education, employment, information/news, and real estate. They have a team"
Webmetric Sp. z o.o.,f.adamus@webmetric.com,"Webmetric is a company that specializes in UX/UI design, conversion rate optimization (CRO), and SEO. They offer services such as user research, UX audits, Google Analytics implementation, and outsourcing of UI/UX. They also provide training and consulting in areas such as e-commerce management and marketing. Additionally, they have expertise in SEM/SEO, including website optimization, content creation, and advertising on platforms like Google Ads and Facebook Ads. They have"
WELLNUTS PL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,yuliya@wellnutscorp.com,"Wellnuts is a software development company that specializes in high-load and scalable IoT solutions, particularly in Telematics and GPS tracking. They offer services in fleet management, home automation, and renewable energy. Their technical expertise includes backend technologies such as Elixir, Phoenix, Ruby, Ruby on Rails, Node.JS, Go, Java, and Python. They also work with frontend technologies like Javascript, Typescript, React, and Vue.js, as well"
WINGS CONSULTANTS,visignotus@op.pl,"Based on the available search results, Wings Consultancy specializes in placement services, immigration consulting, and educational consultancy. They provide services such as placing qualified candidates in various positions, assisting individuals with immigration processes, and helping students achieve their dreams of studying abroad. They also offer services related to architecture, engineering, interior design, and graphic design."
Wired Tunes,Evgeniy@wiredtunes.pl,"Wired Tunes is an online store and music showroom in Warsaw that specializes in selling premier modules, synthesizers, and pro audio gear in Europe. They offer a wide range of music equipment, including synthesizers, audio interfaces, MIDI controllers, microphones, headphones, studio monitors, beat production equipment, guitars and amplifiers, and various accessories and cables. They also provide books and B-stock items. Wired Tunes allows customers to test the equipment"
Wishdeck Spółka z ograniczoną odpowiedzialnością,contact@wishdeck.app,"The company Wishdeck SP Z O O is a technical company based in Warsaw, Poland. They specialize in information and communication technology."
WORKFUSION POLAND Sp.z o.o.,esurabko@workfusion.com,The company WorkFusion specializes in AI digital workers for banking and financial services. They offer solutions to augment compliance teams with AI digital workers for various roles such as sanctions and KYC. They also provide computer systems design services.
"World Industry Programming ""WIP"" Sp. z o.o.",biuro@innerweb.pl,"World Industry Programming (WIP) is a company based in Bielsko-Biala, Poland that specializes in industrial and energy solutions. They are actively developing their product called InnerWeb®, which belongs to Industry 4.0. InnerWeb® is a radio transmitter network that provides Internet of Things (IoT) connectivity at industrial plants. WIP offers installation services for InnerWeb® in the Industry 4.0 sector. They are also"
WuBook PL sp. z o.o.,turquoise@wubook.net,"Wubook is a company that provides software and systems for hotel reservation management. They offer a comprehensive hotel management system, including a booking engine, channel manager, website builder, and restaurant management. Their software is designed for hotels, B&Bs, hostels, vacation homes, and apartments. They also offer integrations with other OTA (Online Travel Agency) partners. The basic version of their software is free and they provide support and assistance to their"
WW FINANCE,biuro@ww-finance.pl,"The company provides stock market live updates, stock quotes, business and finance news. They also offer portfolio management resources, international market data, social interaction, and mortgage information. Additionally, they provide information on financial services, including leasing and buying vehicles, as well as coverage and analysis of the financial industry and international business."
Velocity Global Poland sp. z o.o.,hello@velocityglobal.com,"Velocity Global is a company that provides Employer of Record (EOR) solutions in Poland. They help businesses hire and onboard talent quickly and in compliance with local regulations. They also offer a global HR platform for managing distributed teams in over 185 countries. Additionally, Velocity Global provides global hiring guides and guidance for working with talent in different countries. They have a main office in Warsaw, Poland."
Vention Development Sp. z o. o.,careers@ventionteams.com,"Vention is a software development company that offers services in software development, mobile app development, web development, and IT services for startups. They specialize in various industries such as fintech, real estate, healthtech, ecommerce, edtech, marketing/adtech, and gamedev. They have expertise in cloud computing, internet of things, augmented reality/virtual reality, blockchain, big data, Salesforce, and cybersecurity. They have a portfolio of clients"
VentorTech,hello@ventor.tech,"VentorTech is a company that specializes in Odoo implementation and automation. They have 10+ years of experience in automating sales, purchase, and warehouse processes using Odoo. They offer services such as Odoo development, Odoo discovery phase, and Odoo audit. They also provide solutions like Odoo barcode scanner, Odoo Direct Print, and various e-commerce connectors for platforms like Magento 2, Shopify, and PrestaShop."
Veraxen,hr@veraxen.com,"Veraxen Ltd is a company that develops mobile games, specifically focusing on brain workout games. They have a variety of games available on both Android and iOS platforms, including jigsaw puzzles, block puzzle games, and find the difference games. Their games are popular and widely played, available in over 83 countries. The company also values employee development and provides opportunities for professional growth through educational programs and conferences. They prioritize creating a comfortable working environment for their"
Verint Systems,emea_hr@verint.com,"Verint is a global leader in Customer Engagement. They specialize in providing customer experience solutions and expertise. They offer a range of products and solutions, including their Verint Open Platform, which is a customer engagement platform. They also provide capabilities such as forecasting and scheduling, quality and compliance, real-time assistance, channels and routing, analytics and insights, self-service, knowledge management, voice of the customer, financial compliance, and fraud and security solutions. They"
Vertex Solutions Sp. z o.o.,i.jakubiec@vertex-solutions.com,"Vertex Solutions is a technology recruitment company that specializes in providing bespoke people solutions for brands within the banking and finance, fintech, technology R&D, and digital industries. They offer access to top talent and provide consulting assignments as well as full-time opportunities for technologists. They also provide career advice and skills development support for candidates. The company has a global presence and has been established since 1997."
Vesuvius Sp. z o.o.,justyna.gurbisz@vesuvius.com,"Vesuvius is a company that provides solutions to help plants withstand extreme temperatures, erosion, and chemical attack. They specialize in the production, sale, and design of high-quality ceramics and refractory materials. They are part of the Vesuvius group, a global leader in the engineering of molten metal flow."
Vewd Software Poland [a part of Xperi],katarzyna.durak-wos@xperi.com,"Xperi, a technology company, has acquired Vewd Software Holdings for $109 million. Vewd Software is known for its TV-based operating system and was created out of Opera TV. The acquisition was made through a mixture of cash and debt. Xperi, the corporate owner of TiVo, aims to leverage Vewd Software's technical works and skills in the TV industry."
VIACODE POLSKA Sp. z o.o.,Dmitry.Petrov@VIAcode.com,"VIAcode is a company that specializes in programming applications, systems, and websites. They offer services such as CRM systems, custom applications, online stores, managed websites, integration systems, and application optimization. They also provide Azure development strategies, tools, and services built for Microsoft Azure. VIAcode is located in Warsaw, Poland and offers IT support and services to clients. They have expertise in various technologies and have a track record of successful projects and satisfied"
Vile Monarch Studios,karolina.toman@vilemonarch.com,"Vile Monarch is a hard rock game studio that specializes in creating compelling fantasy games through innovative game systems. They focus on strategy, simulation, and management games. Some of their notable games include The Last Alchemist, Floodland, Growing Up, Weedcraft Inc, Oh...Sir! The Hollywood Roast, Oh...Sir! The Insult Simulator, and Crush Your Enemies. They also collaborate with other studios on projects like Railbound and Kos"
VIRTUACE POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,wkruczkowski@virtuace.com,Virtuace Poland Sp. z o.o. is a company in Poland that operates in the Computer Systems Design and Technical Consulting industry. They provide technical works and skills related to computer systems design and consulting.
Virtual Alchemy Sp. z o.o.,contact@virtual-alchemy.games,"Virtual Alchemy is a company based in Warsaw, Poland that specializes in indie game development. They have a team of experienced developers who aim to create unique and beautiful games with a focus on player freedom and systems-driven environments. They prioritize proper work-life balance and encourage the personal growth of their team members. One of their projects is called Project Morning Star, a strategy RPG that combines party management and combat set in Europe during the dark ages."
Viseven Poland,a.wypych@viseven.com,"Viseven is a global B2B MarTech services provider that specializes in enhancing brand visibility, driving engagement, and converting leads into customers for pharmaceutical and life science companies. They offer a range of technical works and skills, including digital content production, modular content creation, omnichannel marketing, email marketing, design services, digital production, data analytics, app development, and IT infrastructure. They have international teams located in various countries and offer services to"
VITAJ SYSTEMS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,biuro@vitaj.com.pl,Vitaj Systems Sp. z o.o. is a company based in Poland that operates in the wireless telecommunications carriers industry. They provide services in the field of mobile phones and telecommunications.
VITALI KAREPANAU,laugael1991@gmail.com,"Based on the search results, Vitali Karepanau is a senior software engineer with skills in NodeJS and React. He also has experience with Express, TypeScript, MongoDB, Mongoose, Material UI, Semantic UI, and Redux. It is unclear what specific technical works or skills the company Vitali Karepanau is associated with."
Vivid Games S.A.,wiktor.pankiewicz@vividgames.com,Vivid Games is a company that specializes in creating mobile games. They have a team of 70 people and their mission is to create games that provide high-level entertainment to players. They have developed critically acclaimed games such as Real Boxing and Gravity Rider. They also offer job opportunities and have received awards for their game development.
